,snp
35558,1482380838
35559,1482369610
35560,1482354759
35561,1482314945
35562,1482271236
35563,1482246650
35564,1482237692
35565,1482222749
35566,1482207316
35567,1482201463
35568,1482153950
35569,1482150311
35570,1482128079
35571,1482091731
35572,1482082160
35573,1482031060
35574,1482024620
35575,1482024422
35576,1482023822
35577,1482023752
35578,1481970772
35579,1481969417
35580,1481917115
35581,1481906314
35582,1481898227
35583,1481860199
35584,1481848445
35585,1481805251
35586,1481790130
35587,1481767694
35588,1481685275
35589,1481661936
35590,1481624956
35591,1481597498
35592,1481567796
35593,1481553783
35594,1481539922
35595,1481443711
35596,1481431448
35597,1481428057
35598,1481417708
35599,1481404104
35600,1481359733
35601,1481355469
35602,1481348429
35603,1481330051
35604,1481311725
35605,1481311683
35606,1481281741
35607,1481278431
35608,1481230090
35609,1481184874
35610,1481164041
35611,1481114932
35612,1481108902
35613,1481061448
35614,1481052374
35615,1481051868
35616,1481044884
35617,1481006760
35618,1480997910
35619,1480985625
35620,1480967991
35621,1480959301
35622,1480925576
35623,1480873607
35624,1480841079
35625,1480809969
35626,1480774315
35627,1480774035
35628,1480732412
35629,1480684883
35630,1480677110
35631,1480590423
35632,1480515398
35633,1480512611
35634,1480511619
35635,1480489922
35636,1480416278
35637,1480409670
35638,1480396862
35639,1480395590
35640,1480392781
35641,1480386806
35642,1480348640
35643,1480340899
35644,1480334112
35645,1480270638
35646,1480258648
35647,1480253690
35648,1480242146
35649,1480227129
35650,1480221086
35651,1480194716
35652,1480165417
35653,1480120789
35654,1480114471
35655,1480109777
35656,1480100553
35657,1480093093
35658,1480058142
35659,1480033947
35660,1480025841
35661,1480023528
35662,1479992517
35663,1479974125
35664,1479922464
35665,1479807141
35666,1479799977
35667,1479788617
35668,1479782584
35669,1479745556
35670,1479721267
35671,1479712380
35672,1479685492
35673,1479628738
35674,1479523933
35675,1479514064
35676,1479482447
35677,1479420170
35678,1479412904
35679,1479393306
35680,1479386098
35681,1479356482
35682,1479328407
35683,1479295372
35684,1479267387
35685,1479257522
35686,1479248415
35687,1479238820
35688,1479188175
35689,1479180433
35690,1479158530
35691,1479132962
35692,1479120669
35693,1479108723
35694,1479057201
35695,1479056113
35696,1479051156
35697,1479000997
35698,1479000775
35699,1478985484
35700,1478980346
35701,1478967270
35702,1478964568
35703,1478909252
35704,1478907918
35705,1478903852
35706,1478888588
35707,1478857774
35708,1478854548
35709,1478840372
35710,1478824258
35711,1478781225
35712,1478778284
35713,1478766910
35714,1478757144
35715,1478724649
35716,1478698246
35717,1478646040
35718,1478589383
35719,1478585653
35720,1478581761
35721,1478539365
35722,1478536573
35723,1478518776
35724,1478486352
35725,1478473750
35726,1478466323
35727,1478449647
35728,1478440795
35729,1478414123
35730,1478389751
35731,1478383915
35732,1478313079
35733,1478249908
35734,1478235582
35735,1478222625
35736,1478129416
35737,1478107086
35738,1478094820
35739,1478007159
35740,1477991260
35741,1477976703
35742,1477924645
35743,1477895048
35744,1477876144
35745,1477807674
35746,1477801943
35747,1477798265
35748,1477788067
35749,1477757822
35750,1477753625
35751,1477744867
35752,1477735963
35753,1477713450
35754,1477688002
35755,1477681074
35756,1477657680
35757,1477629536
35758,1477621869
35759,1477609072
35760,1477588176
35761,1477585441
35762,1477574110
35763,1477568401
35764,1477563513
35765,1477488945
35766,1477476984
35767,1477445035
35768,1477436735
35769,1477397146
35770,1477382180
35771,1477355202
35772,1477327262
35773,1477287654
35774,1477249353
35775,1477214739
35776,1477211793
35777,1477200861
35778,1477182867
35779,1477128138
35780,1477079962
35781,1477075494
35782,1476998627
35783,1476956061
35784,1476950956
35785,1476919971
35786,1476878683
35787,1476865471
35788,1476854723
35789,1476834563
35790,1476815437
35791,1476739386
35792,1476727958
35793,1476714150
35794,1476707934
35795,1476701905
35796,1476641251
35797,1476615044
35798,1476597081
35799,1476548355
35800,1476546708
35801,1476515437
35802,1476498294
35803,1476474253
35804,1476470892
35805,1476437744
35806,1476401185
35807,1476363642
35808,1476363228
35809,1476361070
35810,1476340092
35811,1476316041
35812,1476247593
35813,1476240235
35814,1476206730
35815,1476198940
35816,1476152262
35817,1476084941
35818,1476049782
35819,1476045635
35820,1476029638
35821,1476019965
35822,1476016867
35823,1475990318
35824,1475912555
35825,1475844511
35826,1475790470
35827,1475775945
35828,1475735272
35829,1475689702
35830,1475610925
35831,1475586970
35832,1475576694
35833,1475534570
35834,1475521597
35835,1475497137
35836,1475491474
35837,1475471432
35838,1475421290
35839,1475400936
35840,1475382459
35841,1475362155
35842,1475280168
35843,1475229382
35844,1475225527
35845,1475131416
35846,1475107921
35847,1475088129
35848,1475084242
35849,1475035312
35850,1475006665
35851,1474988793
35852,1474978126
35853,1474905494
35854,1474839777
35855,1474829186
35856,1474821355
35857,1474799464
35858,1474736814
35859,1474733692
35860,1474721533
35861,1474668536
35862,1474652078
35863,1474620437
35864,1474570513
35865,1474568383
35866,1474537128
35867,1474527259
35868,1474502932
35869,1474487598
35870,1474467222
35871,1474460446
35872,1474446299
35873,1474396142
35874,1474376139
35875,1474361084
35876,1474276020
35877,1474271683
35878,1474241691
35879,1474214089
35880,1474180834
35881,1474164113
35882,1474164067
35883,1474144793
35884,1474122462
35885,1474116537
35886,1474098492
35887,1474056957
35888,1474056221
35889,1474047141
35890,1474035397
35891,1473975413
35892,1473971208
35893,1473931408
35894,1473920675
35895,1473909664
35896,1473893431
35897,1473849408
35898,1473838700
35899,1473816673
35900,1473805551
35901,1473743329
35902,1473705891
35903,1473700741
35904,1473681328
35905,1473659375
35906,1473643377
35907,1473616371
35908,1473555648
35909,1473546903
35910,1473515358
35911,1473502465
35912,1473479645
35913,1473463490
35914,1473450804
35915,1473448621
35916,1473419224
35917,1473413868
35918,1473409495
35919,1473374508
35920,1473342365
35921,1473329208
35922,1473326724
35923,1473270912
35924,1473270125
35925,1473263820
35926,1473263708
35927,1473261247
35928,1473247828
35929,1473240718
35930,1473230699
35931,1473212994
35932,1473208393
35933,1473202566
35934,1473201263
35935,1473162486
35936,1473139915
35937,1473099337
35938,1473086545
35939,1473079790
35940,1473067199
35941,1473041661
35942,1472980228
35943,1472973307
35944,1472970469
35945,1472949956
35946,1472938835
35947,1472926835
35948,1472920518
35949,1472870897
35950,1472841505
35951,1472800981
35952,1472722649
35953,1472712359
35954,1472661623
35955,1472653569
35956,1472549145
35957,1472545289
35958,1472497349
35959,1472479756
35960,1472444471
35961,1472444161
35962,1472441982
35963,1472423770
35964,1472391799
35965,1472383300
35966,1472360766
35967,1472335890
35968,1472315118
35969,1472305325
35970,1472285396
35971,1472263287
35972,1472246604
35973,1472239436
35974,1472225343
35975,1472182073
35976,1472164784
35977,1472153047
35978,1472141634
35979,1472137522
35980,1472133743
35981,1472116396
35982,1472085004
35983,1472073467
35984,1472006306
35985,1471960849
35986,1471900795
35987,1471862601
35988,1471784330
35989,1471757314
35990,1471712353
35991,1471646448
35992,1471633928
35993,1471590825
35994,1471577140
35995,1471565342
35996,1471505536
35997,1471467145
35998,1471464874
35999,1471444855
36000,1471421076
36001,1471420866
36002,1471405179
36003,1471387251
36004,1471334307
36005,1471295112
36006,1471294226
36007,1471281791
36008,1471199145
36009,1471194381
36010,1471180085
36011,1471171703
36012,1471147527
36013,1471131958
36014,1471109184
36015,1471106316
36016,1471061759
36017,1471032451
36018,1471022700
36019,1470935057
36020,1470928817
36021,1470916428
36022,1470907404
36023,1470874536
36024,1470873997
36025,1470821917
36026,1470809430
36027,1470806553
36028,1470779140
36029,1470755008
36030,1470693053
36031,1470675679
36032,1470616281
36033,1470545618
36034,1470531786
36035,1470500665
36036,1470495234
36037,1470453422
36038,1470421939
36039,1470420485
36040,1470417646
36041,1470356138
36042,1470346928
36043,1470330855
36044,1470300590
36045,1470297808
36046,1470294719
36047,1470289622
36048,1470256586
36049,1470242163
36050,1470223708
36051,1470195907
36052,1470183087
36053,1470171944
36054,1470169523
36055,1470130860
36056,1470119696
36057,1470108593
36058,1470088714
36059,1470070482
36060,1470042178
36061,1470022065
36062,1469943363
36063,1469911738
36064,1469911451
36065,1469880617
36066,1469875213
36067,1469835654
36068,1469826667
36069,1469812592
36070,1469805990
36071,1469781667
36072,1469772103
36073,1469757540
36074,1469753126
36075,1469747535
36076,1469681059
36077,1469624797
36078,1469620128
36079,1469569884
36080,1469534118
36081,1469516392
36082,1469512891
36083,1469471202
36084,1469462994
36085,1469356855
36086,1469336803
36087,1469308908
36088,1469277535
36089,1469207178
36090,1469165948
36091,1469148974
36092,1469139815
36093,1469085098
36094,1469082498
36095,1469074221
36096,1469067029
36097,1469014563
36098,1469007075
36099,1468960828
36100,1468938009
36101,1468929929
36102,1468928681
36103,1468864602
36104,1468833504
36105,1468812305
36106,1468798628
36107,1468783631
36108,1468761194
36109,1468750174
36110,1468745776
36111,1468733502
36112,1468729339
36113,1468726405
36114,1468722779
36115,1468711990
36116,1468700795
36117,1468668783
36118,1468639875
36119,1468627729
36120,1468608675
36121,1468601948
36122,1468546965
36123,1468519078
36124,1468440936
36125,1468426677
36126,1468411962
36127,1468405395
36128,1468400684
36129,1468349686
36130,1468336666
36131,1468328276
36132,1468324513
36133,1468312431
36134,1468272952
36135,1468244829
36136,1468194446
36137,1468184202
36138,1468177482
36139,1468171426
36140,1468166947
36141,1468157260
36142,1468145509
36143,1468107998
36144,1468062505
36145,1468060108
36146,1468059317
36147,1468006078
36148,1468002796
36149,1467932340
36150,1467927290
36151,1467882095
36152,1467871999
36153,1467848468
36154,1467840729
36155,1467833180
36156,1467812802
36157,1467785052
36158,1467774174
36159,1467749270
36160,1467731820
36161,1467727055
36162,1467712477
36163,1467703103
36164,1467700602
36165,1467693155
36166,1467688644
36167,1467675685
36168,1467643737
36169,1467611746
36170,1467596388
36171,1467579923
36172,1467542605
36173,1467541382
36174,1467526471
36175,1467515150
36176,1467508147
36177,1467500596
36178,1467445538
36179,1467438374
36180,1467434071
36181,1467421255
36182,1467401842
36183,1467368756
36184,1467332985
36185,1467292236
36186,1467245473
36187,1467230824
36188,1467228979
36189,1467223430
36190,1467208840
36191,1467164862
36192,1467152587
36193,1467083178
36194,1467074247
36195,1467068220
36196,1467053410
36197,1467049378
36198,1467019270
36199,1466929714
36200,1466899895
36201,1466895729
36202,1466894713
36203,1466860562
36204,1466842239
36205,1466776328
36206,1466691512
36207,1466637858
36208,1466622718
36209,1466600729
36210,1466589593
36211,1466552545
36212,1466543963
36213,1466509988
36214,1466412929
36215,1466411689
36216,1466332903
36217,1466306061
36218,1466277889
36219,1466258466
36220,1466183132
36221,1466165268
36222,1466155832
36223,1466154010
36224,1466145792
36225,1466047788
36226,1466032590
36227,1466016190
36228,1465992875
36229,1465972394
36230,1465967075
36231,1465964662
36232,1465953689
36233,1465939489
36234,1465883244
36235,1465858898
36236,1465804476
36237,1465801306
36238,1465771183
36239,1465724506
36240,1465721006
36241,1465718819
36242,1465699600
36243,1465677469
36244,1465661359
36245,1465654889
36246,1465640883
36247,1465607455
36248,1465546798
36249,1465527794
36250,1465503908
36251,1465499952
36252,1465495445
36253,1465493430
36254,1465475770
36255,1465457876
36256,1465402334
36257,1465395041
36258,1465325162
36259,1465318742
36260,1465288672
36261,1465278946
36262,1465276674
36263,1465274462
36264,1465246529
36265,1465200642
36266,1465178777
36267,1465147386
36268,1465122929
36269,1465101067
36270,1465095750
36271,1465049433
36272,1465036493
36273,1465030224
36274,1464990173
36275,1464984012
36276,1464974954
36277,1464969356
36278,1464951338
36279,1464950391
36280,1464911781
36281,1464850502
36282,1464826737
36283,1464762679
36284,1464748035
36285,1464722114
36286,1464701962
36287,1464673484
36288,1464663920
36289,1464641833
36290,1464640451
36291,1464617640
36292,1464603852
36293,1464594260
36294,1464593590
36295,1464573167
36296,1464525336
36297,1464522456
36298,1464510527
36299,1464507681
36300,1464480827
36301,1464454973
36302,1464452962
36303,1464418242
36304,1464393793
36305,1464360306
36306,1464352943
36307,1464339758
36308,1464321255
36309,1464314066
36310,1464313415
36311,1464306151
36312,1464300952
36313,1464299498
36314,1464271768
36315,1464204410
36316,1464201590
36317,1464182941
36318,1464137258
36319,1464132702
36320,1464101690
36321,1464097960
36322,1464020264
36323,1464015403
36324,1463968157
36325,1463946796
36326,1463895714
36327,1463888752
36328,1463744388
36329,1463730819
36330,1463713249
36331,1463712974
36332,1463694434
36333,1463687598
36334,1463655066
36335,1463653721
36336,1463576836
36337,1463570453
36338,1463568715
36339,1463549842
36340,1463516462
36341,1463499249
36342,1463482685
36343,1463462069
36344,1463373334
36345,1463364627
36346,1463339931
36347,1463290019
36348,1463289604
36349,1463241584
36350,1463229231
36351,1463203669
36352,1463199856
36353,1463183047
36354,1463166167
36355,1463157986
36356,1463133590
36357,1463120351
36358,1463099916
36359,1463092186
36360,1463074770
36361,1463070650
36362,1463052889
36363,1463029481
36364,1462965272
36365,1462920927
36366,1462909802
36367,1462878393
36368,1462877984
36369,1462868725
36370,1462861439
36371,1462817306
36372,1462815654
36373,1462736096
36374,1462720641
36375,1462702866
36376,1462683297
36377,1462682772
36378,1462661992
36379,1462610783
36380,1462583226
36381,1462556316
36382,1462538290
36383,1462536477
36384,1462534247
36385,1462517787
36386,1462492325
36387,1462436577
36388,1462434944
36389,1462426086
36390,1462415232
36391,1462391587
36392,1462381572
36393,1462335941
36394,1462334404
36395,1462296527
36396,1462292736
36397,1462271498
36398,1462198487
36399,1462193927
36400,1462172009
36401,1462132481
36402,1462132351
36403,1462080721
36404,1462074759
36405,1462046390
36406,1462043318
36407,1462013935
36408,1462000058
36409,1461992894
36410,1461978687
36411,1461950269
36412,1461916296
36413,1461902720
36414,1461889247
36415,1461874396
36416,1461873926
36417,1461873113
36418,1461858232
36419,1461855827
36420,1461846081
36421,1461835394
36422,1461796599
36423,1461750422
36424,1461736547
36425,1461703295
36426,1461686560
36427,1461683218
36428,1461635735
36429,1461623202
36430,1461609603
36431,1461532158
36432,1461526874
36433,1461510171
36434,1461497769
36435,1461464544
36436,1461451943
36437,1461362368
36438,1461349338
36439,1461321440
36440,1461285530
36441,1461283202
36442,1461252701
36443,1461245302
36444,1461207471
36445,1461203236
36446,1461184338
36447,1461159682
36448,1461069313
36449,1461057692
36450,1461057300
36451,1461043764
36452,1461041579
36453,1461040643
36454,1461033183
36455,1461031718
36456,1460983788
36457,1460982199
36458,1460970993
36459,1460929281
36460,1460882613
36461,1460871260
36462,1460867949
36463,1460839769
36464,1460838783
36465,1460807539
36466,1460806842
36467,1460803560
36468,1460802974
36469,1460772749
36470,1460683092
36471,1460657460
36472,1460613573
36473,1460593590
36474,1460580305
36475,1460576843
36476,1460568285
36477,1460488027
36478,1460443166
36479,1460434320
36480,1460361106
36481,1460360122
36482,1460307575
36483,1460298455
36484,1460229306
36485,1460203572
36486,1460156716
36487,1460139234
36488,1460076301
36489,1460066499
36490,1460062200
36491,1460046311
36492,1460043620
36493,1460043404
36494,1460011550
36495,1459959010
36496,1459925208
36497,1459898265
36498,1459889322
36499,1459887826
36500,1459885929
36501,1459852971
36502,1459838244
36503,1459823103
36504,1459803864
36505,1459787266
36506,1459719681
36507,1459715767
36508,1459694440
36509,1459683932
36510,1459676794
36511,1459672693
36512,1459635974
36513,1459573382
36514,1459542365
36515,1459467134
36516,1459455613
36517,1459419772
36518,1459360926
36519,1459313352
36520,1459305996
36521,1459300519
36522,1459290038
36523,1459248825
36524,1459242121
36525,1459236511
36526,1459207162
36527,1459205020
36528,1459100279
36529,1459058494
36530,1459041272
36531,1459023366
36532,1459016236
36533,1459002250
36534,1458955363
36535,1458905682
36536,1458863162
36537,1458832927
36538,1458798802
36539,1458784983
36540,1458766811
36541,1458765212
36542,1458749852
36543,1458749411
36544,1458678003
36545,1458676014
36546,1458614791
36547,1458605977
36548,1458591647
36549,1458574821
36550,1458561569
36551,1458536734
36552,1458519674
36553,1458513162
36554,1458510019
36555,1458471535
36556,1458457500
36557,1458413159
36558,1458353827
36559,1458334069
36560,1458333937
36561,1458324453
36562,1458305256
36563,1458264451
36564,1458244434
36565,1458241105
36566,1458236827
36567,1458232553
36568,1458219373
36569,1458102623
36570,1458097310
36571,1458087196
36572,1458085787
36573,1458084520
36574,1458059188
36575,1458031087
36576,1458012417
36577,1458007534
36578,1457999173
36579,1457987260
36580,1457966000
36581,1457954636
36582,1457954002
36583,1457920033
36584,1457912451
36585,1457847553
36586,1457838855
36587,1457796524
36588,1457785179
36589,1457777505
36590,1457740888
36591,1457724170
36592,1457708351
36593,1457705988
36594,1457690838
36595,1457684576
36596,1457614512
36597,1457546081
36598,1457470107
36599,1457456064
36600,1457444851
36601,1457441835
36602,1457420512
36603,1457394404
36604,1457393364
36605,1457381092
36606,1457368959
36607,1457354212
36608,1457267113
36609,1457185609
36610,1457183884
36611,1457175896
36612,1457165014
36613,1457117136
36614,1457098477
36615,1457087948
36616,1457084708
36617,1457037672
36618,1457021786
36619,1457009599
36620,1457009219
36621,1457001279
36622,1456987646
36623,1456978477
36624,1456933290
36625,1456892145
36626,1456886754
36627,1456836773
36628,1456827079
36629,1456785594
36630,1456783709
36631,1456778057
36632,1456724797
36633,1456718782
36634,1456704345
36635,1456685977
36636,1456645642
36637,1456637413
36638,1456571766
36639,1456555359
36640,1456547010
36641,1456461041
36642,1456457427
36643,1456413643
36644,1456385609
36645,1456361309
36646,1456294622
36647,1456293100
36648,1456290766
36649,1456287573
36650,1456157195
36651,1456135714
36652,1456134402
36653,1456132991
36654,1456084755
36655,1456035690
36656,1456017091
36657,1456004525
36658,1455997952
36659,1455997001
36660,1455969193
36661,1455941046
36662,1455919963
36663,1455892655
36664,1455860416
36665,1455842136
36666,1455837793
36667,1455813877
36668,1455789541
36669,1455754883
36670,1455745378
36671,1455735908
36672,1455723359
36673,1455681573
36674,1455645210
36675,1455480103
36676,1455475398
36677,1455468298
36678,1455417763
36679,1455402398
36680,1455387663
36681,1455361481
36682,1455356669
36683,1455348077
36684,1455329203
36685,1455316799
36686,1455315341
36687,1455303065
36688,1455298528
36689,1455297336
36690,1455292661
36691,1455254432
36692,1455228345
36693,1455200764
36694,1455153999
36695,1455129234
36696,1455116986
36697,1455075539
36698,1455058471
36699,1455033100
36700,1455027627
36701,1455025899
36702,1454999730
36703,1454970243
36704,1454967892
36705,1454854683
36706,1454796400
36707,1454791939
36708,1454756976
36709,1454745903
36710,1454738521
36711,1454725545
36712,1454713724
36713,1454712041
36714,1454695326
36715,1454684693
36716,1454651134
36717,1454574293
36718,1454572992
36719,1454548372
36720,1454545344
36721,1454532643
36722,1454516508
36723,1454504815
36724,1454497763
36725,1454482072
36726,1454467028
36727,1454448953
36728,1454441100
36729,1454411965
36730,1454404715
36731,1454392048
36732,1454378623
36733,1454377338
36734,1454365839
36735,1454334922
36736,1454290755
36737,1454246976
36738,1454229310
36739,1454227063
36740,1454221713
36741,1454170885
36742,1454170711
36743,1454157889
36744,1454098803
36745,1454096006
36746,1454079246
36747,1453994646
36748,1453969719
36749,1453911199
36750,1453894587
36751,1453873880
36752,1453861717
36753,1453831935
36754,1453768078
36755,1453745546
36756,1453702661
36757,1453684649
36758,1453647327
36759,1453631232
36760,1453614480
36761,1453603748
36762,1453561088
36763,1453540458
36764,1453533579
36765,1453513616
36766,1453507389
36767,1453496912
36768,1453434155
36769,1453431385
36770,1453430100
36771,1453404132
36772,1453366245
36773,1453343470
36774,1453323608
36775,1453285112
36776,1453183658
36777,1453151696
36778,1453089680
36779,1453084944
36780,1453046376
36781,1453024731
36782,1452999578
36783,1452998789
36784,1452996676
36785,1452983601
36786,1452981786
36787,1452980680
36788,1452937647
36789,1452912217
36790,1452904271
36791,1452848389
36792,1452844848
36793,1452805350
36794,1452794444
36795,1452748856
36796,1452744476
36797,1452744095
36798,1452741970
36799,1452687333
36800,1452656356
36801,1452644960
36802,1452644370
36803,1452598902
36804,1452584136
36805,1452573058
36806,1452566239
36807,1452502825
36808,1452482974
36809,1452479261
36810,1452474571
36811,1452471751
36812,1452396349
36813,1452395443
36814,1452385879
36815,1452368610
36816,1452356237
36817,1452324861
36818,1452314813
36819,1452278103
36820,1452263309
36821,1452243608
36822,1452242860
36823,1452195468
36824,1452161506
36825,1452161351
36826,1452097289
36827,1452049661
36828,1452022526
36829,1451986458
36830,1451975028
36831,1451951889
36832,1451935169
36833,1451912500
36834,1451876482
36835,1451856063
36836,1451854413
36837,1451844190
36838,1451805670
36839,1451772202
36840,1451764335
36841,1451762498
36842,1451735474
36843,1451725741
36844,1451720536
36845,1451716253
36846,1451660144
36847,1451655199
36848,1451625003
36849,1451607705
36850,1451602357
36851,1451579157
36852,1451565262
36853,1451542249
36854,1451525786
36855,1451478002
36856,1451465528
36857,1451436026
36858,1451391260
36859,1451382816
36860,1451376441
36861,1451368789
36862,1451364093
36863,1451349228
36864,1451318222
36865,1451294857
36866,1451275232
36867,1451273772
36868,1451244264
36869,1451242304
36870,1451213968
36871,1451191641
36872,1451142983
36873,1451138192
36874,1451133522
36875,1451127378
36876,1451098597
36877,1451093130
36878,1451091151
36879,1451078070
36880,1451058780
36881,1451043359
36882,1451009123
36883,1451002807
36884,1450996511
36885,1450968499
36886,1450951918
36887,1450939279
36888,1450934498
36889,1450905060
36890,1450890997
36891,1450854741
36892,1450853919
36893,1450841759
36894,1450756985
36895,1450751407
36896,1450687473
36897,1450655412
36898,1450589830
36899,1450575017
36900,1450548035
36901,1450523337
36902,1450509271
36903,1450508237
36904,1450490511
36905,1450488840
36906,1450455557
36907,1450441789
36908,1450403270
36909,1450387435
36910,1450366650
36911,1450352906
36912,1450352178
36913,1450340288
36914,1450321241
36915,1450318313
36916,1450238874
36917,1450234793
36918,1450228945
36919,1450225786
36920,1450219994
36921,1450181032
36922,1450156795
36923,1450117519
36924,1450095196
36925,1450065911
36926,1450063373
36927,1450060599
36928,1450005954
36929,1449996340
36930,1449987521
36931,1449978901
36932,1449973052
36933,1449944228
36934,1449928382
36935,1449913663
36936,1449912734
36937,1449852244
36938,1449838027
36939,1449750068
36940,1449716545
36941,1449612473
36942,1449582167
36943,1449580902
36944,1449569456
36945,1449539463
36946,1449531879
36947,1449511251
36948,1449431394
36949,1449415733
36950,1449388443
36951,1449355789
36952,1449353590
36953,1449310972
36954,1449301897
36955,1449298157
36956,1449297197
36957,1449293260
36958,1449287187
36959,1449231066
36960,1449203796
36961,1449184781
36962,1449170226
36963,1449142975
36964,1449131700
36965,1449127145
36966,1449123683
36967,1449079595
36968,1449053736
36969,1449045229
36970,1449024026
36971,1449011931
36972,1449007266
36973,1448981128
36974,1448960210
36975,1448890478
36976,1448868397
36977,1448855745
36978,1448841610
36979,1448783165
36980,1448764172
36981,1448763792
36982,1448708700
36983,1448701768
36984,1448699336
36985,1448691228
36986,1448689915
36987,1448683685
36988,1448652787
36989,1448640819
36990,1448615676
36991,1448599457
36992,1448530901
36993,1448487132
36994,1448480758
36995,1448479601
36996,1448447537
36997,1448398132
36998,1448357763
36999,1448356287
37000,1448312697
37001,1448237038
37002,1448220361
37003,1448203698
37004,1448195946
37005,1448113800
37006,1448110741
37007,1448110416
37008,1448109402
37009,1448095538
37010,1448084370
37011,1448080181
37012,1448062413
37013,1448058309
37014,1448040322
37015,1447997604
37016,1447993095
37017,1447978239
37018,1447964303
37019,1447931917
37020,1447930591
37021,1447907292
37022,1447882837
37023,1447844810
37024,1447840597
37025,1447816639
37026,1447813868
37027,1447788729
37028,1447762220
37029,1447760213
37030,1447706206
37031,1447696453
37032,1447675166
37033,1447663745
37034,1447660272
37035,1447646840
37036,1447644221
37037,1447621923
37038,1447602263
37039,1447597208
37040,1447565086
37041,1447561352
37042,1447549252
37043,1447546040
37044,1447532743
37045,1447507675
37046,1447447892
37047,1447447361
37048,1447444421
37049,1447406937
37050,1447399707
37051,1447339469
37052,1447279089
37053,1447220619
37054,1447216625
37055,1447197504
37056,1447173381
37057,1447146283
37058,1447142554
37059,1447140911
37060,1447137156
37061,1447123292
37062,1447065766
37063,1447019661
37064,1447006228
37065,1446985268
37066,1446967116
37067,1446926185
37068,1446839731
37069,1446836134
37070,1446745242
37071,1446720907
37072,1446720551
37073,1446642001
37074,1446598698
37075,1446575972
37076,1446563054
37077,1446499772
37078,1446441007
37079,1446376418
37080,1446364125
37081,1446305445
37082,1446298526
37083,1446276080
37084,1446215106
37085,1446212226
37086,1446185996
37087,1446136283
37088,1446102808
37089,1446081091
37090,1446050267
37091,1445998033
37092,1445971089
37093,1445957455
37094,1445945364
37095,1445910064
37096,1445881319
37097,1445874940
37098,1445847077
37099,1445845062
37100,1445837706
37101,1445835499
37102,1445828422
37103,1445711161
37104,1445672995
37105,1445661561
37106,1445637037
37107,1445618592
37108,1445567474
37109,1445565859
37110,1445446425
37111,1445405422
37112,1445375867
37113,1445375279
37114,1445366686
37115,1445363524
37116,1445280067
37117,1445274264
37118,1445260177
37119,1445246167
37120,1445239206
37121,1445223446
37122,1445198662
37123,1445196179
37124,1445160289
37125,1445151165
37126,1445107028
37127,1445105419
37128,1445062666
37129,1445041493
37130,1445039828
37131,1445034424
37132,1444999916
37133,1444984891
37134,1444943482
37135,1444936477
37136,1444909258
37137,1444907391
37138,1444887574
37139,1444883099
37140,1444872054
37141,1444853648
37142,1444827528
37143,1444775425
37144,1444764274
37145,1444695932
37146,1444682687
37147,1444667833
37148,1444626607
37149,1444610836
37150,1444587499
37151,1444535615
37152,1444476132
37153,1444473680
37154,1444458187
37155,1444432198
37156,1444399957
37157,1444391950
37158,1444349161
37159,1444343053
37160,1444291324
37161,1444270425
37162,1444242232
37163,1444230319
37164,1444202234
37165,1444180253
37166,1444146457
37167,1444113970
37168,1444074282
37169,1444056116
37170,1444019955
37171,1443980310
37172,1443930363
37173,1443920243
37174,1443919038
37175,1443914544
37176,1443881531
37177,1443856844
37178,1443854835
37179,1443805348
37180,1443796866
37181,1443796114
37182,1443774735
37183,1443758553
37184,1443738587
37185,1443710946
37186,1443703226
37187,1443695212
37188,1443686290
37189,1443642871
37190,1443624351
37191,1443601225
37192,1443569820
37193,1443512006
37194,1443506505
37195,1443458060
37196,1443438644
37197,1443432813
37198,1443426749
37199,1443415259
37200,1443405181
37201,1443385045
37202,1443377953
37203,1443375993
37204,1443365530
37205,1443337660
37206,1443329057
37207,1443309624
37208,1443286159
37209,1443267482
37210,1443225296
37211,1443224089
37212,1443202686
37213,1443193037
37214,1443184555
37215,1443169495
37216,1443141629
37217,1443132276
37218,1443123345
37219,1443106911
37220,1443091444
37221,1443091271
37222,1443045872
37223,1443041933
37224,1442981790
37225,1442978245
37226,1442967021
37227,1442941058
37228,1442906630
37229,1442903980
37230,1442873602
37231,1442831452
37232,1442818227
37233,1442720075
37234,1442693390
37235,1442644106
37236,1442638772
37237,1442637508
37238,1442619928
37239,1442616884
37240,1442583119
37241,1442579697
37242,1442515290
37243,1442506501
37244,1442505829
37245,1442496237
37246,1442484272
37247,1442458706
37248,1442409643
37249,1442356908
37250,1442343255
37251,1442313250
37252,1442305360
37253,1442300326
37254,1442270173
37255,1442257148
37256,1442247027
37257,1442227401
37258,1442203728
37259,1442198008
37260,1442168407
37261,1442136837
37262,1442089896
37263,1442050889
37264,1442001973
37265,1441988280
37266,1441980346
37267,1441965723
37268,1441955826
37269,1441836608
37270,1441802637
37271,1441800357
37272,1441774736
37273,1441725309
37274,1441715105
37275,1441711264
37276,1441711023
37277,1441679926
37278,1441677550
37279,1441671956
37280,1441621095
37281,1441600546
37282,1441583713
37283,1441582223
37284,1441548721
37285,1441533170
37286,1441519717
37287,1441482050
37288,1441480726
37289,1441475909
37290,1441470980
37291,1441442297
37292,1441346285
37293,1441335666
37294,1441285492
37295,1441267932
37296,1441250580
37297,1441166187
37298,1441148847
37299,1441142346
37300,1441040988
37301,1441016526
37302,1440983546
37303,1440950626
37304,1440928979
37305,1440853074
37306,1440709415
